tipo,classe,local,internados,data_atualizacao,lat,long,leitos_total,leitos_disponiveis,lotacao,leitos_covid,semana_epidemiologica
uti,adulto,HCPA,106,2020-10-19,-30.038435,-51.206637,135,29,0.7851851851851852,52,43
uti,adulto,Hospital Conceição,72,2020-10-19,-30.01587,-51.158236,75,3,0.96,27,43
uti,adulto,Hospital Moinhos de Vento,65,2020-10-19,-30.02552,-51.20842,62,-3,1.0483870967741935,35,43
uti,adulto,Hospital Santa Casa,90,2020-10-19,-30.030803,-51.221512,121,31,0.743801652892562,34,43
uti,adulto,Hospital São Lucas,54,2020-10-19,-30.055122,-51.173819,59,5,0.9152542372881356,21,43
uti,adulto,Hospital Mãe de Deus,50,2020-10-19,-30.058845,-51.228945,60,10,0.8333333333333334,17,43
uti,adulto,Hospital Ernesto Dornelles,38,2020-10-19,-30.047509,-51.212131,40,2,0.95,22,43
uti,adulto,Hospital Divina Providência,30,2020-10-19,-30.084428,-51.18839,42,12,0.7142857142857143,10,43
uti,adulto,Hospital Porto Alegre,8,2020-10-19,-30.04475,-51.21856,8,0,1,2,43
uti,adulto,Hospital Cristo Redentor,29,2020-10-19,-30.010102,-51.15926,29,0,1,0,43
uti,adulto,Hospital Vila Nova,18,2020-10-19,-30.119308,-51.207744,20,2,0.9,5,43
uti,adulto,HPS,18,2020-10-19,-30.036874,-51.209282,20,2,0.9,0,43
uti,adulto,HospitaL Independência,14,2020-10-19,-30.061051,-51.149073,18,4,0.7777777777777778,7,43
uti,adulto,Hospital Femina,5,2020-10-19,-30.029239,-51.206848,6,1,0.8333333333333334,0,43
uti,adulto,Hospital Restinga,18,2020-10-19,-30.142524,-51.128803,20,2,0.9,7,43
uti,adulto,Hospital Santa Ana,7,2020-10-19,-30.086664,-51.20689,10,3,0.7,0,43
uti,pediatrico,Hospital Santa Casa,32,2020-10-19,-30.030803,-51.221512,37,5,0.8648648648648649,0,43
uti,pediatrico,HCPA,12,2020-10-19,-30.038435,-51.206637,13,1,0.9230769230769231,0,43
uti,pediatrico,Instituto de Cardiologia,4,2020-10-19,-30.049092,-51.20903,8,4,0.5,0,43
uti,pediatrico,HPS,5,2020-10-19,-30.036874,-51.209282,8,3,0.625,0,43
uti,pediatrico,Hospital Moinhos de Vento,9,2020-10-19,-30.02552,-51.20842,11,2,0.8181818181818182,0,43
uti,pediatrico,Hospital Conceição,10,2020-10-19,-30.01587,-51.158236,18,8,0.5555555555555556,0,43
uti,pediatrico,HMIPV,4,2020-10-19,-30.029525,-51.214865,12,8,0.3333333333333333,0,43
emergencia,adulto,HCPA,105,2020-10-20,-30.038435,-51.206637,41,-64,2.5609756097560976,NA,43
emergencia,adulto,Hospital Conceição,102,2020-10-20,-30.01587,-51.158236,64,-38,1.59375,NA,43
emergencia,adulto,Instituto de Cardiologia,25,2020-10-20,-30.049092,-51.20903,21,-4,1.1904761904761905,NA,43
emergencia,adulto,Hospital Santa Casa,40,2020-10-20,-30.030803,-51.221512,24,-16,1.6666666666666667,NA,43
emergencia,adulto,Hospital São Lucas,39,2020-10-20,-30.055122,-51.173819,17,-22,2.2941176470588234,NA,43
emergencia,adulto,Hospital Restinga,10,2020-10-20,-30.142524,-51.128803,18,8,0.5555555555555556,NA,43
emergencia,adulto,Hospital Vila Nova,2,2020-10-20,-30.119308,-51.207744,26,24,0.07692307692307693,NA,43
emergencia,adulto,PA Bom Jesus,0,2020-10-20,-30.043194,-51.153916,7,7,0,NA,43
emergencia,adulto,PA Cruzeiro do Sul,11,2020-10-20,-30.069603,-51.216537,12,1,0.9166666666666666,NA,43
emergencia,adulto,PA Lomba do Pinheiro,8,2020-10-20,-30.110731,-51.110188,9,1,0.8888888888888888,NA,43
emergencia,adulto,UPA Zona Norte,29,2020-10-20,-30.009546,-51.146056,17,-12,1.7058823529411764,NA,43
emergencia,pediatrico,HCPA,4,2020-10-20,-30.038435,-51.206637,9,5,0.4444444444444444,NA,43
emergencia,pediatrico,Hospital Conceição,16,2020-10-20,-30.01587,-51.158236,16,0,1,NA,43
emergencia,pediatrico,Hospital Santa Casa,5,2020-10-20,-30.030803,-51.221512,11,6,0.45454545454545453,NA,43
emergencia,pediatrico,Hospital São Lucas,0,2020-10-20,-30.055122,-51.173819,4,4,0,NA,43
emergencia,pediatrico,HMIPV,5,2020-10-20,-30.029525,-51.214865,8,3,0.625,NA,43
emergencia,pediatrico,Hospital Restinga,4,2020-10-20,-30.142524,-51.128803,6,2,0.6666666666666666,NA,43
emergencia,pediatrico,PA Bom Jesus,0,2020-10-20,-30.043194,-51.153916,5,5,0,NA,43
emergencia,pediatrico,PA Cruzeiro do Sul,1,2020-10-20,-30.069603,-51.216537,9,8,0.1111111111111111,NA,43
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-10-20,-30.110731,-51.110188,4,4,0,NA,43
uti,adulto,Instituto de Cardiologia,38,2020-10-20,-30.049092,-51.20903,44,6,0.8636363636363636,0,43
uti,adulto,HCPA,108,2020-10-20,-30.038435,-51.206637,128,20,0.84375,53,43
uti,adulto,Hospital Conceição,70,2020-10-20,-30.01587,-51.158236,75,5,0.9333333333333333,27,43
uti,adulto,Hospital Moinhos de Vento,64,2020-10-20,-30.02552,-51.20842,62,-2,1.032258064516129,34,43
uti,adulto,Hospital Santa Casa,96,2020-10-20,-30.030803,-51.221512,121,25,0.7933884297520661,32,43
uti,adulto,Hospital São Lucas,55,2020-10-20,-30.055122,-51.173819,59,4,0.9322033898305084,21,43
uti,adulto,Hospital Mãe de Deus,60,2020-10-20,-30.058845,-51.228945,60,0,1,31,43
uti,adulto,Hospital Ernesto Dornelles,38,2020-10-20,-30.047509,-51.212131,40,2,0.95,22,43
uti,adulto,Hospital Divina Providência,37,2020-10-20,-30.084428,-51.18839,42,5,0.8809523809523809,11,43
uti,adulto,Hospital Porto Alegre,6,2020-10-20,-30.04475,-51.21856,8,2,0.75,2,43
uti,adulto,Hospital Cristo Redentor,28,2020-10-20,-30.010102,-51.15926,29,1,0.9655172413793104,0,43
uti,adulto,Hospital Vila Nova,18,2020-10-20,-30.119308,-51.207744,20,2,0.9,5,43
uti,adulto,HPS,18,2020-10-20,-30.036874,-51.209282,20,2,0.9,0,43
uti,adulto,HospitaL Independência,17,2020-10-20,-30.061051,-51.149073,18,1,0.9444444444444444,9,43
uti,adulto,Hospital Femina,4,2020-10-20,-30.029239,-51.206848,6,2,0.6666666666666666,0,43
uti,adulto,Hospital Restinga,15,2020-10-20,-30.142524,-51.128803,20,5,0.75,5,43
uti,adulto,Hospital Santa Ana,6,2020-10-20,-30.086664,-51.20689,10,4,0.6,0,43
uti,pediatrico,Hospital Santa Casa,35,2020-10-20,-30.030803,-51.221512,37,2,0.9459459459459459,0,43
uti,pediatrico,HCPA,12,2020-10-20,-30.038435,-51.206637,13,1,0.9230769230769231,0,43
uti,pediatrico,Instituto de Cardiologia,1,2020-10-20,-30.049092,-51.20903,8,7,0.125,0,43
uti,pediatrico,HPS,5,2020-10-20,-30.036874,-51.209282,8,3,0.625,0,43
uti,pediatrico,Hospital Moinhos de Vento,9,2020-10-20,-30.02552,-51.20842,11,2,0.8181818181818182,0,43
uti,pediatrico,Hospital Conceição,13,2020-10-20,-30.01587,-51.158236,18,5,0.7222222222222222,1,43
uti,pediatrico,HMIPV,4,2020-10-20,-30.029525,-51.214865,12,8,0.3333333333333333,0,43
emergencia,adulto,HCPA,121,2020-10-21,-30.038435,-51.206637,41,-80,2.951219512195122,NA,43
emergencia,adulto,Hospital Conceição,81,2020-10-21,-30.01587,-51.158236,64,-17,1.265625,NA,43
emergencia,adulto,Instituto de Cardiologia,29,2020-10-21,-30.049092,-51.20903,21,-8,1.380952380952381,NA,43
emergencia,adulto,Hospital Santa Casa,39,2020-10-21,-30.030803,-51.221512,24,-15,1.625,NA,43
emergencia,adulto,Hospital São Lucas,39,2020-10-21,-30.055122,-51.173819,17,-22,2.2941176470588234,NA,43
emergencia,adulto,Hospital Restinga,10,2020-10-21,-30.142524,-51.128803,18,8,0.5555555555555556,NA,43
emergencia,adulto,Hospital Vila Nova,2,2020-10-21,-30.119308,-51.207744,26,24,0.07692307692307693,NA,43
emergencia,adulto,PA Bom Jesus,0,2020-10-21,-30.043194,-51.153916,7,7,0,NA,43
emergencia,adulto,PA Cruzeiro do Sul,0,2020-10-21,-30.069603,-51.216537,12,12,0,NA,43
emergencia,adulto,PA Lomba do Pinheiro,0,2020-10-21,-30.110731,-51.110188,9,9,0,NA,43
emergencia,adulto,UPA Zona Norte,37,2020-10-21,-30.009546,-51.146056,17,-20,2.176470588235294,NA,43
emergencia,pediatrico,HCPA,6,2020-10-21,-30.038435,-51.206637,9,3,0.6666666666666666,NA,43
emergencia,pediatrico,Hospital Conceição,7,2020-10-21,-30.01587,-51.158236,16,9,0.4375,NA,43
emergencia,pediatrico,Hospital Santa Casa,1,2020-10-21,-30.030803,-51.221512,11,10,0.09090909090909091,NA,43
emergencia,pediatrico,Hospital São Lucas,0,2020-10-21,-30.055122,-51.173819,4,4,0,NA,43
emergencia,pediatrico,HMIPV,4,2020-10-21,-30.029525,-51.214865,8,4,0.5,NA,43
emergencia,pediatrico,Hospital Restinga,4,2020-10-21,-30.142524,-51.128803,6,2,0.6666666666666666,NA,43
emergencia,pediatrico,PA Bom Jesus,0,2020-10-21,-30.043194,-51.153916,5,5,0,NA,43
emergencia,pediatrico,PA Cruzeiro do Sul,1,2020-10-21,-30.069603,-51.216537,9,8,0.1111111111111111,NA,43
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-10-21,-30.110731,-51.110188,4,4,0,NA,43
uti,adulto,Instituto de Cardiologia,37,2020-10-21,-30.049092,-51.20903,40,3,0.925,2,43
uti,adulto,HCPA,101,2020-10-21,-30.038435,-51.206637,128,27,0.7890625,50,43
uti,adulto,Hospital Conceição,71,2020-10-21,-30.01587,-51.158236,75,4,0.9466666666666667,28,43
uti,adulto,Hospital Moinhos de Vento,65,2020-10-21,-30.02552,-51.20842,65,0,1,34,43
uti,adulto,Hospital Santa Casa,97,2020-10-21,-30.030803,-51.221512,121,24,0.8016528925619835,32,43
uti,adulto,Hospital São Lucas,53,2020-10-21,-30.055122,-51.173819,59,6,0.8983050847457628,23,43
uti,adulto,Hospital Mãe de Deus,56,2020-10-21,-30.058845,-51.228945,60,4,0.9333333333333333,17,43
uti,adulto,Hospital Ernesto Dornelles,38,2020-10-21,-30.047509,-51.212131,40,2,0.95,20,43
uti,adulto,Hospital Divina Providência,34,2020-10-21,-30.084428,-51.18839,42,8,0.8095238095238095,9,43
uti,adulto,Hospital Porto Alegre,7,2020-10-21,-30.04475,-51.21856,8,1,0.875,2,43
uti,adulto,Hospital Cristo Redentor,27,2020-10-21,-30.010102,-51.15926,29,2,0.9310344827586207,0,43
uti,adulto,Hospital Vila Nova,16,2020-10-21,-30.119308,-51.207744,20,4,0.8,5,43
uti,adulto,HPS,17,2020-10-21,-30.036874,-51.209282,20,3,0.85,0,43
uti,adulto,HospitaL Independência,15,2020-10-21,-30.061051,-51.149073,18,3,0.8333333333333334,8,43
uti,adulto,Hospital Femina,1,2020-10-21,-30.029239,-51.206848,6,5,0.16666666666666666,0,43
uti,adulto,Hospital Restinga,15,2020-10-21,-30.142524,-51.128803,20,5,0.75,5,43
uti,adulto,Hospital Santa Ana,7,2020-10-21,-30.086664,-51.20689,10,3,0.7,0,43
uti,pediatrico,Hospital Santa Casa,34,2020-10-21,-30.030803,-51.221512,37,3,0.918918918918919,1,43
uti,pediatrico,HCPA,12,2020-10-21,-30.038435,-51.206637,13,1,0.9230769230769231,1,43
uti,pediatrico,Instituto de Cardiologia,1,2020-10-21,-30.049092,-51.20903,8,7,0.125,0,43
uti,pediatrico,HPS,5,2020-10-21,-30.036874,-51.209282,8,3,0.625,0,43
uti,pediatrico,Hospital Moinhos de Vento,9,2020-10-21,-30.02552,-51.20842,11,2,0.8181818181818182,0,43
uti,pediatrico,Hospital Conceição,13,2020-10-21,-30.01587,-51.158236,18,5,0.7222222222222222,1,43
uti,pediatrico,HMIPV,4,2020-10-21,-30.029525,-51.214865,12,8,0.3333333333333333,0,43
emergencia,adulto,HCPA,85,2020-10-22,-30.038435,-51.206637,41,-44,2.073170731707317,NA,43
emergencia,adulto,Hospital Conceição,69,2020-10-22,-30.01587,-51.158236,64,-5,1.078125,NA,43
emergencia,adulto,Instituto de Cardiologia,37,2020-10-22,-30.049092,-51.20903,21,-16,1.7619047619047619,NA,43
emergencia,adulto,Hospital Santa Casa,40,2020-10-22,-30.030803,-51.221512,24,-16,1.6666666666666667,NA,43
emergencia,adulto,Hospital São Lucas,39,2020-10-22,-30.055122,-51.173819,17,-22,2.2941176470588234,NA,43
emergencia,adulto,Hospital Restinga,11,2020-10-22,-30.142524,-51.128803,18,7,0.6111111111111112,NA,43
emergencia,adulto,Hospital Vila Nova,0,2020-10-22,-30.119308,-51.207744,26,26,0,NA,43
emergencia,adulto,PA Bom Jesus,18,2020-10-22,-30.043194,-51.153916,7,-11,2.5714285714285716,NA,43
emergencia,adulto,PA Cruzeiro do Sul,9,2020-10-22,-30.069603,-51.216537,12,3,0.75,NA,43
emergencia,adulto,PA Lomba do Pinheiro,12,2020-10-22,-30.110731,-51.110188,9,-3,1.3333333333333333,NA,43
emergencia,adulto,UPA Zona Norte,29,2020-10-22,-30.009546,-51.146056,17,-12,1.7058823529411764,NA,43
emergencia,pediatrico,HCPA,5,2020-10-22,-30.038435,-51.206637,9,4,0.5555555555555556,NA,43
emergencia,pediatrico,Hospital Conceição,9,2020-10-22,-30.01587,-51.158236,16,7,0.5625,NA,43
emergencia,pediatrico,Hospital Santa Casa,3,2020-10-22,-30.030803,-51.221512,11,8,0.2727272727272727,NA,43
emergencia,pediatrico,Hospital São Lucas,0,2020-10-22,-30.055122,-51.173819,4,4,0,NA,43
emergencia,pediatrico,HMIPV,5,2020-10-22,-30.029525,-51.214865,8,3,0.625,NA,43
emergencia,pediatrico,Hospital Restinga,0,2020-10-22,-30.142524,-51.128803,6,6,0,NA,43
emergencia,pediatrico,PA Bom Jesus,0,2020-10-22,-30.043194,-51.153916,5,5,0,NA,43
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-10-22,-30.069603,-51.216537,9,9,0,NA,43
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-10-22,-30.110731,-51.110188,4,4,0,NA,43
uti,adulto,Instituto de Cardiologia,33,2020-10-22,-30.049092,-51.20903,40,7,0.825,1,43
uti,adulto,HCPA,105,2020-10-22,-30.038435,-51.206637,121,16,0.8677685950413223,50,43
uti,adulto,Hospital Conceição,70,2020-10-22,-30.01587,-51.158236,75,5,0.9333333333333333,28,43
uti,adulto,Hospital Moinhos de Vento,61,2020-10-22,-30.02552,-51.20842,66,5,0.9242424242424242,34,43
uti,adulto,Hospital Santa Casa,99,2020-10-22,-30.030803,-51.221512,121,22,0.8181818181818182,35,43
uti,adulto,Hospital São Lucas,51,2020-10-22,-30.055122,-51.173819,59,8,0.864406779661017,23,43
uti,adulto,Hospital Mãe de Deus,56,2020-10-22,-30.058845,-51.228945,60,4,0.9333333333333333,18,43
uti,adulto,Hospital Ernesto Dornelles,40,2020-10-22,-30.047509,-51.212131,40,0,1,23,43
uti,adulto,Hospital Divina Providência,9,2020-10-22,-30.084428,-51.18839,42,33,0.21428571428571427,11,43
uti,adulto,Hospital Porto Alegre,8,2020-10-22,-30.04475,-51.21856,8,0,1,2,43
uti,adulto,Hospital Cristo Redentor,29,2020-10-22,-30.010102,-51.15926,29,0,1,0,43
uti,adulto,Hospital Vila Nova,14,2020-10-22,-30.119308,-51.207744,20,6,0.7,5,43
uti,adulto,HPS,16,2020-10-22,-30.036874,-51.209282,20,4,0.8,0,43
uti,adulto,HospitaL Independência,17,2020-10-22,-30.061051,-51.149073,18,1,0.9444444444444444,10,43
uti,adulto,Hospital Femina,5,2020-10-22,-30.029239,-51.206848,6,1,0.8333333333333334,0,43
uti,adulto,Hospital Restinga,11,2020-10-22,-30.142524,-51.128803,12,1,0.9166666666666666,2,43
uti,adulto,Hospital Santa Ana,8,2020-10-22,-30.086664,-51.20689,10,2,0.8,0,43
uti,pediatrico,Hospital Santa Casa,34,2020-10-22,-30.030803,-51.221512,37,3,0.918918918918919,0,43
uti,pediatrico,HCPA,7,2020-10-22,-30.038435,-51.206637,13,6,0.5384615384615384,0,43
uti,pediatrico,Instituto de Cardiologia,6,2020-10-22,-30.049092,-51.20903,8,2,0.75,0,43
uti,pediatrico,HPS,7,2020-10-22,-30.036874,-51.209282,8,1,0.875,0,43
uti,pediatrico,Hospital Moinhos de Vento,10,2020-10-22,-30.02552,-51.20842,11,1,0.9090909090909091,0,43
uti,pediatrico,Hospital Conceição,16,2020-10-22,-30.01587,-51.158236,18,2,0.8888888888888888,1,43
uti,pediatrico,HMIPV,6,2020-10-22,-30.029525,-51.214865,12,6,0.5,0,43
emergencia,adulto,HCPA,85,2020-10-23,-30.038435,-51.206637,41,-44,2.073170731707317,NA,43
emergencia,adulto,Hospital Conceição,69,2020-10-23,-30.01587,-51.158236,64,-5,1.078125,NA,43
emergencia,adulto,Instituto de Cardiologia,37,2020-10-23,-30.049092,-51.20903,21,-16,1.7619047619047619,NA,43
emergencia,adulto,Hospital Santa Casa,40,2020-10-23,-30.030803,-51.221512,24,-16,1.6666666666666667,NA,43
emergencia,adulto,Hospital São Lucas,39,2020-10-23,-30.055122,-51.173819,17,-22,2.2941176470588234,NA,43
emergencia,adulto,Hospital Restinga,11,2020-10-23,-30.142524,-51.128803,18,7,0.6111111111111112,NA,43
emergencia,adulto,Hospital Vila Nova,0,2020-10-23,-30.119308,-51.207744,26,26,0,NA,43
emergencia,adulto,PA Bom Jesus,18,2020-10-23,-30.043194,-51.153916,7,-11,2.5714285714285716,NA,43
emergencia,adulto,PA Cruzeiro do Sul,9,2020-10-23,-30.069603,-51.216537,12,3,0.75,NA,43
emergencia,adulto,PA Lomba do Pinheiro,12,2020-10-23,-30.110731,-51.110188,9,-3,1.3333333333333333,NA,43
emergencia,adulto,UPA Zona Norte,29,2020-10-23,-30.009546,-51.146056,17,-12,1.7058823529411764,NA,43
emergencia,pediatrico,HCPA,5,2020-10-23,-30.038435,-51.206637,9,4,0.5555555555555556,NA,43
emergencia,pediatrico,Hospital Conceição,9,2020-10-23,-30.01587,-51.158236,16,7,0.5625,NA,43
emergencia,pediatrico,Hospital Santa Casa,3,2020-10-23,-30.030803,-51.221512,11,8,0.2727272727272727,NA,43
emergencia,pediatrico,Hospital São Lucas,0,2020-10-23,-30.055122,-51.173819,4,4,0,NA,43
emergencia,pediatrico,HMIPV,5,2020-10-23,-30.029525,-51.214865,8,3,0.625,NA,43
emergencia,pediatrico,Hospital Restinga,0,2020-10-23,-30.142524,-51.128803,6,6,0,NA,43
emergencia,pediatrico,PA Bom Jesus,0,2020-10-23,-30.043194,-51.153916,5,5,0,NA,43
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-10-23,-30.069603,-51.216537,9,9,0,NA,43
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-10-23,-30.110731,-51.110188,4,4,0,NA,43
uti,adulto,Instituto de Cardiologia,33,2020-10-23,-30.049092,-51.20903,40,7,0.825,1,43
uti,adulto,HCPA,105,2020-10-23,-30.038435,-51.206637,121,16,0.8677685950413223,50,43
uti,adulto,Hospital Conceição,70,2020-10-23,-30.01587,-51.158236,75,5,0.9333333333333333,28,43
uti,adulto,Hospital Moinhos de Vento,61,2020-10-23,-30.02552,-51.20842,66,5,0.9242424242424242,34,43
uti,adulto,Hospital Santa Casa,99,2020-10-23,-30.030803,-51.221512,121,22,0.8181818181818182,35,43
uti,adulto,Hospital São Lucas,51,2020-10-23,-30.055122,-51.173819,59,8,0.864406779661017,23,43
uti,adulto,Hospital Mãe de Deus,56,2020-10-23,-30.058845,-51.228945,60,4,0.9333333333333333,18,43
uti,adulto,Hospital Ernesto Dornelles,40,2020-10-23,-30.047509,-51.212131,40,0,1,23,43
uti,adulto,Hospital Divina Providência,9,2020-10-23,-30.084428,-51.18839,42,33,0.21428571428571427,11,43
uti,adulto,Hospital Porto Alegre,8,2020-10-23,-30.04475,-51.21856,8,0,1,2,43
uti,adulto,Hospital Cristo Redentor,29,2020-10-23,-30.010102,-51.15926,29,0,1,0,43
uti,adulto,Hospital Vila Nova,14,2020-10-23,-30.119308,-51.207744,20,6,0.7,5,43
uti,adulto,HPS,16,2020-10-23,-30.036874,-51.209282,20,4,0.8,0,43
uti,adulto,HospitaL Independência,17,2020-10-23,-30.061051,-51.149073,18,1,0.9444444444444444,10,43
uti,adulto,Hospital Femina,5,2020-10-23,-30.029239,-51.206848,6,1,0.8333333333333334,0,43
uti,adulto,Hospital Restinga,11,2020-10-23,-30.142524,-51.128803,12,1,0.9166666666666666,2,43
uti,adulto,Hospital Santa Ana,8,2020-10-23,-30.086664,-51.20689,10,2,0.8,0,43
uti,pediatrico,Hospital Santa Casa,34,2020-10-23,-30.030803,-51.221512,37,3,0.918918918918919,0,43
uti,pediatrico,HCPA,7,2020-10-23,-30.038435,-51.206637,13,6,0.5384615384615384,0,43
uti,pediatrico,Instituto de Cardiologia,6,2020-10-23,-30.049092,-51.20903,8,2,0.75,0,43
uti,pediatrico,HPS,7,2020-10-23,-30.036874,-51.209282,8,1,0.875,0,43
uti,pediatrico,Hospital Moinhos de Vento,10,2020-10-23,-30.02552,-51.20842,11,1,0.9090909090909091,0,43
uti,pediatrico,Hospital Conceição,16,2020-10-23,-30.01587,-51.158236,18,2,0.8888888888888888,1,43
uti,pediatrico,HMIPV,6,2020-10-23,-30.029525,-51.214865,12,6,0.5,0,43
emergencia,adulto,HCPA,85,2020-10-24,-30.038435,-51.206637,41,-44,2.073170731707317,NA,43
emergencia,adulto,Hospital Conceição,69,2020-10-24,-30.01587,-51.158236,64,-5,1.078125,NA,43
emergencia,adulto,Instituto de Cardiologia,37,2020-10-24,-30.049092,-51.20903,21,-16,1.7619047619047619,NA,43
emergencia,adulto,Hospital Santa Casa,40,2020-10-24,-30.030803,-51.221512,24,-16,1.6666666666666667,NA,43
emergencia,adulto,Hospital São Lucas,39,2020-10-24,-30.055122,-51.173819,17,-22,2.2941176470588234,NA,43
emergencia,adulto,Hospital Restinga,11,2020-10-24,-30.142524,-51.128803,18,7,0.6111111111111112,NA,43
emergencia,adulto,Hospital Vila Nova,0,2020-10-24,-30.119308,-51.207744,26,26,0,NA,43
emergencia,adulto,PA Bom Jesus,18,2020-10-24,-30.043194,-51.153916,7,-11,2.5714285714285716,NA,43
emergencia,adulto,PA Cruzeiro do Sul,9,2020-10-24,-30.069603,-51.216537,12,3,0.75,NA,43
emergencia,adulto,PA Lomba do Pinheiro,12,2020-10-24,-30.110731,-51.110188,9,-3,1.3333333333333333,NA,43
emergencia,adulto,UPA Zona Norte,29,2020-10-24,-30.009546,-51.146056,17,-12,1.7058823529411764,NA,43
emergencia,pediatrico,HCPA,5,2020-10-24,-30.038435,-51.206637,9,4,0.5555555555555556,NA,43
emergencia,pediatrico,Hospital Conceição,9,2020-10-24,-30.01587,-51.158236,16,7,0.5625,NA,43
emergencia,pediatrico,Hospital Santa Casa,3,2020-10-24,-30.030803,-51.221512,11,8,0.2727272727272727,NA,43
emergencia,pediatrico,Hospital São Lucas,0,2020-10-24,-30.055122,-51.173819,4,4,0,NA,43
emergencia,pediatrico,HMIPV,5,2020-10-24,-30.029525,-51.214865,8,3,0.625,NA,43
emergencia,pediatrico,Hospital Restinga,0,2020-10-24,-30.142524,-51.128803,6,6,0,NA,43
emergencia,pediatrico,PA Bom Jesus,0,2020-10-24,-30.043194,-51.153916,5,5,0,NA,43
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-10-24,-30.069603,-51.216537,9,9,0,NA,43
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-10-24,-30.110731,-51.110188,4,4,0,NA,43
uti,adulto,Instituto de Cardiologia,33,2020-10-24,-30.049092,-51.20903,40,7,0.825,1,43
uti,adulto,HCPA,105,2020-10-24,-30.038435,-51.206637,121,16,0.8677685950413223,50,43
uti,adulto,Hospital Conceição,70,2020-10-24,-30.01587,-51.158236,75,5,0.9333333333333333,28,43
uti,adulto,Hospital Moinhos de Vento,61,2020-10-24,-30.02552,-51.20842,66,5,0.9242424242424242,34,43
uti,adulto,Hospital Santa Casa,99,2020-10-24,-30.030803,-51.221512,121,22,0.8181818181818182,35,43
uti,adulto,Hospital São Lucas,51,2020-10-24,-30.055122,-51.173819,59,8,0.864406779661017,23,43
uti,adulto,Hospital Mãe de Deus,56,2020-10-24,-30.058845,-51.228945,60,4,0.9333333333333333,18,43
uti,adulto,Hospital Ernesto Dornelles,40,2020-10-24,-30.047509,-51.212131,40,0,1,23,43
uti,adulto,Hospital Divina Providência,9,2020-10-24,-30.084428,-51.18839,42,33,0.21428571428571427,11,43
uti,adulto,Hospital Porto Alegre,8,2020-10-24,-30.04475,-51.21856,8,0,1,2,43
uti,adulto,Hospital Cristo Redentor,29,2020-10-24,-30.010102,-51.15926,29,0,1,0,43
uti,adulto,Hospital Vila Nova,14,2020-10-24,-30.119308,-51.207744,20,6,0.7,5,43
uti,adulto,HPS,16,2020-10-24,-30.036874,-51.209282,20,4,0.8,0,43
uti,adulto,HospitaL Independência,17,2020-10-24,-30.061051,-51.149073,18,1,0.9444444444444444,10,43
uti,adulto,Hospital Femina,5,2020-10-24,-30.029239,-51.206848,6,1,0.8333333333333334,0,43
uti,adulto,Hospital Restinga,11,2020-10-24,-30.142524,-51.128803,12,1,0.9166666666666666,2,43
uti,adulto,Hospital Santa Ana,8,2020-10-24,-30.086664,-51.20689,10,2,0.8,0,43
uti,pediatrico,Hospital Santa Casa,34,2020-10-24,-30.030803,-51.221512,37,3,0.918918918918919,0,43
uti,pediatrico,HCPA,7,2020-10-24,-30.038435,-51.206637,13,6,0.5384615384615384,0,43
uti,pediatrico,Instituto de Cardiologia,6,2020-10-24,-30.049092,-51.20903,8,2,0.75,0,43
uti,pediatrico,HPS,7,2020-10-24,-30.036874,-51.209282,8,1,0.875,0,43
uti,pediatrico,Hospital Moinhos de Vento,10,2020-10-24,-30.02552,-51.20842,11,1,0.9090909090909091,0,43
uti,pediatrico,Hospital Conceição,16,2020-10-24,-30.01587,-51.158236,18,2,0.8888888888888888,1,43
uti,pediatrico,HMIPV,6,2020-10-24,-30.029525,-51.214865,12,6,0.5,0,43
emergencia,adulto,HCPA,85,2020-10-25,-30.038435,-51.206637,41,-44,2.073170731707317,NA,44
emergencia,adulto,Hospital Conceição,69,2020-10-25,-30.01587,-51.158236,64,-5,1.078125,NA,44
emergencia,adulto,Instituto de Cardiologia,37,2020-10-25,-30.049092,-51.20903,21,-16,1.7619047619047619,NA,44
emergencia,adulto,Hospital Santa Casa,40,2020-10-25,-30.030803,-51.221512,24,-16,1.6666666666666667,NA,44
emergencia,adulto,Hospital São Lucas,39,2020-10-25,-30.055122,-51.173819,17,-22,2.2941176470588234,NA,44
emergencia,adulto,Hospital Restinga,11,2020-10-25,-30.142524,-51.128803,18,7,0.6111111111111112,NA,44
emergencia,adulto,Hospital Vila Nova,0,2020-10-25,-30.119308,-51.207744,26,26,0,NA,44
emergencia,adulto,PA Bom Jesus,18,2020-10-25,-30.043194,-51.153916,7,-11,2.5714285714285716,NA,44
emergencia,adulto,PA Cruzeiro do Sul,9,2020-10-25,-30.069603,-51.216537,12,3,0.75,NA,44
emergencia,adulto,PA Lomba do Pinheiro,12,2020-10-25,-30.110731,-51.110188,9,-3,1.3333333333333333,NA,44
emergencia,adulto,UPA Zona Norte,29,2020-10-25,-30.009546,-51.146056,17,-12,1.7058823529411764,NA,44
