tipo,classe,local,leitos,internados,data_atualizacao,lat,long,covid,semana_epidemiologica
uti,pediatrico,HCPA,13,9,2020-07-03,-30.038435,-51.206637,0,27
uti,pediatrico,Instituto de Cardiologia,10,7,2020-07-03,-30.049092,-51.20903,0,27
uti,pediatrico,HPS,8,6,2020-07-03,-30.036874,-51.209282,0,27
uti,pediatrico,Hospital Moinhos de Vento,11,10,2020-07-03,-30.02552,-51.20842,0,27
uti,pediatrico,Hospital Conceição,18,8,2020-07-03,-30.01587,-51.158236,0,27
uti,pediatrico,HMIPV,12,4,2020-07-03,-30.029525,-51.214865,0,27
emergencia,adulto,HCPA,41,27,2020-07-04,-30.038435,-51.206637,NA,27
emergencia,adulto,Hospital Conceição,64,40,2020-07-04,-30.01587,-51.158236,NA,27
emergencia,adulto,Instituto de Cardiologia,21,11,2020-07-04,-30.049092,-51.20903,NA,27
emergencia,adulto,Hospital Santa Casa,24,16,2020-07-04,-30.030803,-51.221512,NA,27
emergencia,adulto,Hospital São Lucas,17,16,2020-07-04,-30.055122,-51.173819,NA,27
emergencia,adulto,Hospital Restinga,18,12,2020-07-04,-30.142524,-51.128803,NA,27
emergencia,adulto,Hospital Vila Nova,26,0,2020-07-04,-30.119308,-51.207744,NA,27
emergencia,adulto,PA Bom Jesus,7,13,2020-07-04,-30.043194,-51.153916,NA,27
emergencia,adulto,PA Cruzeiro do Sul,12,12,2020-07-04,-30.069603,-51.216537,NA,27
emergencia,adulto,PA Lomba do Pinheiro,9,9,2020-07-04,-30.110731,-51.110188,NA,27
emergencia,adulto,UPA Zona Norte,17,21,2020-07-04,-30.009546,-51.146056,NA,27
emergencia,pediatrico,HCPA,9,3,2020-07-04,-30.038435,-51.206637,NA,27
emergencia,pediatrico,Hospital Conceição,16,3,2020-07-04,-30.01587,-51.158236,NA,27
emergencia,pediatrico,Hospital Santa Casa,11,2,2020-07-04,-30.030803,-51.221512,NA,27
emergencia,pediatrico,Hospital São Lucas,4,0,2020-07-04,-30.055122,-51.173819,NA,27
emergencia,pediatrico,HMIPV,8,0,2020-07-04,-30.029525,-51.214865,NA,27
emergencia,pediatrico,Hospital Restinga,6,0,2020-07-04,-30.142524,-51.128803,NA,27
emergencia,pediatrico,PA Bom Jesus,5,0,2020-07-04,-30.043194,-51.153916,NA,27
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-07-04,-30.069603,-51.216537,NA,27
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-07-04,-30.110731,-51.110188,NA,27
uti,adulto,Instituto de Cardiologia,48,38,2020-07-04,-30.049092,-51.20903,2,27
uti,adulto,HCPA,135,113,2020-07-04,-30.038435,-51.206637,61,27
uti,adulto,Hospital Conceição,75,68,2020-07-04,-30.01587,-51.158236,32,27
uti,adulto,Hospital Moinhos de Vento,62,55,2020-07-04,-30.02552,-51.20842,19,27
uti,adulto,Hospital Santa Casa,101,75,2020-07-04,-30.030803,-51.221512,18,27
uti,adulto,Hospital São Lucas,49,36,2020-07-04,-30.055122,-51.173819,20,27
uti,adulto,Hospital Mãe de Deus,60,49,2020-07-04,-30.058845,-51.228945,8,27
uti,adulto,Hospital Ernesto Dornelles,40,33,2020-07-04,-30.047509,-51.212131,8,27
uti,adulto,Hospital Divina Providência,23,18,2020-07-04,-30.084428,-51.18839,3,27
uti,adulto,Hospital Porto Alegre,7,7,2020-07-04,-30.04475,-51.21856,2,27
uti,adulto,Hospital Cristo Redentor,39,35,2020-07-04,-30.010102,-51.15926,0,27
uti,adulto,Hospital Vila Nova,20,18,2020-07-04,-30.119308,-51.207744,1,27
uti,adulto,HPS,20,14,2020-07-04,-30.036874,-51.209282,0,27
uti,adulto,HospitaL Independência,10,7,2020-07-04,-30.061051,-51.149073,0,27
uti,adulto,Hospital Femina,6,4,2020-07-04,-30.029239,-51.206848,0,27
uti,adulto,Hospital Restinga,10,10,2020-07-04,-30.142524,-51.128803,0,27
uti,adulto,Hospital Santa Ana,10,6,2020-07-04,-30.086664,-51.20689,0,27
uti,pediatrico,Hospital Santa Casa,37,29,2020-07-04,-30.030803,-51.221512,0,27
uti,pediatrico,HCPA,13,8,2020-07-04,-30.038435,-51.206637,0,27
uti,pediatrico,Instituto de Cardiologia,10,7,2020-07-04,-30.049092,-51.20903,0,27
uti,pediatrico,HPS,8,7,2020-07-04,-30.036874,-51.209282,0,27
uti,pediatrico,Hospital Moinhos de Vento,11,10,2020-07-04,-30.02552,-51.20842,0,27
uti,pediatrico,Hospital Conceição,18,8,2020-07-04,-30.01587,-51.158236,0,27
uti,pediatrico,HMIPV,12,4,2020-07-04,-30.029525,-51.214865,0,27
emergencia,adulto,HCPA,41,29,2020-07-05,-30.038435,-51.206637,NA,28
emergencia,adulto,Hospital Conceição,64,38,2020-07-05,-30.01587,-51.158236,NA,28
emergencia,adulto,Instituto de Cardiologia,21,23,2020-07-05,-30.049092,-51.20903,NA,28
emergencia,adulto,Hospital Santa Casa,24,16,2020-07-05,-30.030803,-51.221512,NA,28
emergencia,adulto,Hospital São Lucas,17,16,2020-07-05,-30.055122,-51.173819,NA,28
emergencia,adulto,Hospital Restinga,18,19,2020-07-05,-30.142524,-51.128803,NA,28
emergencia,adulto,Hospital Vila Nova,26,0,2020-07-05,-30.119308,-51.207744,NA,28
emergencia,adulto,PA Bom Jesus,7,13,2020-07-05,-30.043194,-51.153916,NA,28
emergencia,adulto,PA Cruzeiro do Sul,12,14,2020-07-05,-30.069603,-51.216537,NA,28
emergencia,adulto,PA Lomba do Pinheiro,9,6,2020-07-05,-30.110731,-51.110188,NA,28
emergencia,adulto,UPA Zona Norte,17,7,2020-07-05,-30.009546,-51.146056,NA,28
emergencia,pediatrico,HCPA,9,3,2020-07-05,-30.038435,-51.206637,NA,28
emergencia,pediatrico,Hospital Conceição,16,5,2020-07-05,-30.01587,-51.158236,NA,28
emergencia,pediatrico,Hospital Santa Casa,11,2,2020-07-05,-30.030803,-51.221512,NA,28
emergencia,pediatrico,Hospital São Lucas,4,0,2020-07-05,-30.055122,-51.173819,NA,28
emergencia,pediatrico,HMIPV,8,1,2020-07-05,-30.029525,-51.214865,NA,28
emergencia,pediatrico,Hospital Restinga,6,0,2020-07-05,-30.142524,-51.128803,NA,28
emergencia,pediatrico,PA Bom Jesus,5,1,2020-07-05,-30.043194,-51.153916,NA,28
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-07-05,-30.069603,-51.216537,NA,28
emergencia,pediatrico,PA Lomba do Pinheiro,4,1,2020-07-05,-30.110731,-51.110188,NA,28
uti,adulto,Instituto de Cardiologia,38,31,2020-07-05,-30.049092,-51.20903,2,28
uti,adulto,HCPA,137,117,2020-07-05,-30.038435,-51.206637,60,28
uti,adulto,Hospital Conceição,75,65,2020-07-05,-30.01587,-51.158236,34,28
uti,adulto,Hospital Moinhos de Vento,62,56,2020-07-05,-30.02552,-51.20842,19,28
uti,adulto,Hospital Santa Casa,101,75,2020-07-05,-30.030803,-51.221512,18,28
uti,adulto,Hospital São Lucas,49,35,2020-07-05,-30.055122,-51.173819,16,28
uti,adulto,Hospital Mãe de Deus,60,49,2020-07-05,-30.058845,-51.228945,7,28
uti,adulto,Hospital Ernesto Dornelles,40,33,2020-07-05,-30.047509,-51.212131,9,28
uti,adulto,Hospital Divina Providência,24,17,2020-07-05,-30.084428,-51.18839,5,28
uti,adulto,Hospital Porto Alegre,7,7,2020-07-05,-30.04475,-51.21856,2,28
uti,adulto,Hospital Cristo Redentor,39,34,2020-07-05,-30.010102,-51.15926,0,28
uti,adulto,Hospital Vila Nova,20,19,2020-07-05,-30.119308,-51.207744,3,28
uti,adulto,HPS,20,17,2020-07-05,-30.036874,-51.209282,0,28
uti,adulto,HospitaL Independência,10,7,2020-07-05,-30.061051,-51.149073,0,28
uti,adulto,Hospital Femina,6,5,2020-07-05,-30.029239,-51.206848,0,28
uti,adulto,Hospital Restinga,10,10,2020-07-05,-30.142524,-51.128803,0,28
uti,adulto,Hospital Santa Ana,10,7,2020-07-05,-30.086664,-51.20689,0,28
uti,pediatrico,Hospital Santa Casa,37,27,2020-07-05,-30.030803,-51.221512,0,28
uti,pediatrico,HCPA,13,8,2020-07-05,-30.038435,-51.206637,0,28
uti,pediatrico,Instituto de Cardiologia,10,6,2020-07-05,-30.049092,-51.20903,0,28
uti,pediatrico,HPS,8,6,2020-07-05,-30.036874,-51.209282,0,28
uti,pediatrico,Hospital Moinhos de Vento,11,6,2020-07-05,-30.02552,-51.20842,0,28
uti,pediatrico,Hospital Conceição,18,6,2020-07-05,-30.01587,-51.158236,0,28
uti,pediatrico,HMIPV,12,5,2020-07-05,-30.029525,-51.214865,0,28
emergencia,adulto,HCPA,41,36,2020-07-06,-30.038435,-51.206637,NA,28
emergencia,adulto,Hospital Conceição,64,48,2020-07-06,-30.01587,-51.158236,NA,28
emergencia,adulto,Instituto de Cardiologia,21,26,2020-07-06,-30.049092,-51.20903,NA,28
emergencia,adulto,Hospital Santa Casa,24,15,2020-07-06,-30.030803,-51.221512,NA,28
emergencia,adulto,Hospital São Lucas,17,16,2020-07-06,-30.055122,-51.173819,NA,28
emergencia,adulto,Hospital Restinga,18,13,2020-07-06,-30.142524,-51.128803,NA,28
emergencia,adulto,Hospital Vila Nova,26,0,2020-07-06,-30.119308,-51.207744,NA,28
emergencia,adulto,PA Bom Jesus,7,20,2020-07-06,-30.043194,-51.153916,NA,28
emergencia,adulto,PA Cruzeiro do Sul,12,14,2020-07-06,-30.069603,-51.216537,NA,28
emergencia,adulto,PA Lomba do Pinheiro,9,9,2020-07-06,-30.110731,-51.110188,NA,28
emergencia,adulto,UPA Zona Norte,17,9,2020-07-06,-30.009546,-51.146056,NA,28
emergencia,pediatrico,HCPA,9,2,2020-07-06,-30.038435,-51.206637,NA,28
emergencia,pediatrico,Hospital Conceição,16,3,2020-07-06,-30.01587,-51.158236,NA,28
emergencia,pediatrico,Hospital Santa Casa,11,2,2020-07-06,-30.030803,-51.221512,NA,28
emergencia,pediatrico,Hospital São Lucas,4,0,2020-07-06,-30.055122,-51.173819,NA,28
emergencia,pediatrico,HMIPV,8,1,2020-07-06,-30.029525,-51.214865,NA,28
emergencia,pediatrico,Hospital Restinga,6,0,2020-07-06,-30.142524,-51.128803,NA,28
emergencia,pediatrico,PA Bom Jesus,5,0,2020-07-06,-30.043194,-51.153916,NA,28
emergencia,pediatrico,PA Cruzeiro do Sul,9,2,2020-07-06,-30.069603,-51.216537,NA,28
emergencia,pediatrico,PA Lomba do Pinheiro,4,1,2020-07-06,-30.110731,-51.110188,NA,28
uti,adulto,Instituto de Cardiologia,48,31,2020-07-06,-30.049092,-51.20903,0,28
uti,adulto,HCPA,137,118,2020-07-06,-30.038435,-51.206637,62,28
uti,adulto,Hospital Conceição,75,72,2020-07-06,-30.01587,-51.158236,37,28
uti,adulto,Hospital Moinhos de Vento,62,56,2020-07-06,-30.02552,-51.20842,20,28
uti,adulto,Hospital Santa Casa,101,80,2020-07-06,-30.030803,-51.221512,21,28
uti,adulto,Hospital São Lucas,49,31,2020-07-06,-30.055122,-51.173819,14,28
uti,adulto,Hospital Mãe de Deus,60,47,2020-07-06,-30.058845,-51.228945,8,28
uti,adulto,Hospital Ernesto Dornelles,40,35,2020-07-06,-30.047509,-51.212131,9,28
uti,adulto,Hospital Divina Providência,24,18,2020-07-06,-30.084428,-51.18839,5,28
uti,adulto,Hospital Porto Alegre,7,7,2020-07-06,-30.04475,-51.21856,1,28
uti,adulto,Hospital Cristo Redentor,39,36,2020-07-06,-30.010102,-51.15926,0,28
uti,adulto,Hospital Vila Nova,20,16,2020-07-06,-30.119308,-51.207744,0,28
uti,adulto,HPS,20,15,2020-07-06,-30.036874,-51.209282,0,28
uti,adulto,HospitaL Independência,10,8,2020-07-06,-30.061051,-51.149073,0,28
uti,adulto,Hospital Femina,6,5,2020-07-06,-30.029239,-51.206848,0,28
uti,adulto,Hospital Restinga,10,9,2020-07-06,-30.142524,-51.128803,0,28
uti,adulto,Hospital Santa Ana,10,8,2020-07-06,-30.086664,-51.20689,0,28
uti,pediatrico,Hospital Santa Casa,37,30,2020-07-06,-30.030803,-51.221512,0,28
uti,pediatrico,HCPA,13,8,2020-07-06,-30.038435,-51.206637,0,28
uti,pediatrico,Instituto de Cardiologia,10,6,2020-07-06,-30.049092,-51.20903,0,28
uti,pediatrico,HPS,8,7,2020-07-06,-30.036874,-51.209282,0,28
uti,pediatrico,Hospital Moinhos de Vento,11,7,2020-07-06,-30.02552,-51.20842,0,28
uti,pediatrico,Hospital Conceição,18,6,2020-07-06,-30.01587,-51.158236,0,28
uti,pediatrico,HMIPV,12,4,2020-07-06,-30.029525,-51.214865,0,28
emergencia,adulto,HCPA,41,36,2020-07-07,-30.038435,-51.206637,NA,28
emergencia,adulto,Hospital Conceição,64,40,2020-07-07,-30.01587,-51.158236,NA,28
emergencia,adulto,Instituto de Cardiologia,21,18,2020-07-07,-30.049092,-51.20903,NA,28
emergencia,adulto,Hospital Santa Casa,24,29,2020-07-07,-30.030803,-51.221512,NA,28
emergencia,adulto,Hospital São Lucas,17,16,2020-07-07,-30.055122,-51.173819,NA,28
emergencia,adulto,Hospital Restinga,18,22,2020-07-07,-30.142524,-51.128803,NA,28
emergencia,adulto,Hospital Vila Nova,26,0,2020-07-07,-30.119308,-51.207744,NA,28
emergencia,adulto,PA Bom Jesus,7,17,2020-07-07,-30.043194,-51.153916,NA,28
emergencia,adulto,PA Cruzeiro do Sul,12,16,2020-07-07,-30.069603,-51.216537,NA,28
emergencia,adulto,PA Lomba do Pinheiro,9,8,2020-07-07,-30.110731,-51.110188,NA,28
emergencia,adulto,UPA Zona Norte,17,24,2020-07-07,-30.009546,-51.146056,NA,28
emergencia,pediatrico,HCPA,9,1,2020-07-07,-30.038435,-51.206637,NA,28
emergencia,pediatrico,Hospital Conceição,16,4,2020-07-07,-30.01587,-51.158236,NA,28
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-07-07,-30.030803,-51.221512,NA,28
emergencia,pediatrico,Hospital São Lucas,4,0,2020-07-07,-30.055122,-51.173819,NA,28
emergencia,pediatrico,HMIPV,8,5,2020-07-07,-30.029525,-51.214865,NA,28
emergencia,pediatrico,Hospital Restinga,6,0,2020-07-07,-30.142524,-51.128803,NA,28
emergencia,pediatrico,PA Bom Jesus,5,0,2020-07-07,-30.043194,-51.153916,NA,28
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-07-07,-30.069603,-51.216537,NA,28
emergencia,pediatrico,PA Lomba do Pinheiro,4,1,2020-07-07,-30.110731,-51.110188,NA,28
uti,adulto,Instituto de Cardiologia,48,37,2020-07-07,-30.049092,-51.20903,0,28
uti,adulto,HCPA,137,121,2020-07-07,-30.038435,-51.206637,63,28
uti,adulto,Hospital Conceição,75,72,2020-07-07,-30.01587,-51.158236,37,28
uti,adulto,Hospital Moinhos de Vento,62,57,2020-07-07,-30.02552,-51.20842,22,28
uti,adulto,Hospital Santa Casa,101,86,2020-07-07,-30.030803,-51.221512,20,28
uti,adulto,Hospital São Lucas,49,31,2020-07-07,-30.055122,-51.173819,18,28
uti,adulto,Hospital Mãe de Deus,60,51,2020-07-07,-30.058845,-51.228945,7,28
uti,adulto,Hospital Ernesto Dornelles,40,32,2020-07-07,-30.047509,-51.212131,9,28
uti,adulto,Hospital Divina Providência,24,18,2020-07-07,-30.084428,-51.18839,5,28
uti,adulto,Hospital Porto Alegre,7,6,2020-07-07,-30.04475,-51.21856,1,28
uti,adulto,Hospital Cristo Redentor,39,34,2020-07-07,-30.010102,-51.15926,0,28
uti,adulto,Hospital Vila Nova,20,18,2020-07-07,-30.119308,-51.207744,1,28
uti,adulto,HPS,20,15,2020-07-07,-30.036874,-51.209282,0,28
uti,adulto,HospitaL Independência,10,10,2020-07-07,-30.061051,-51.149073,0,28
uti,adulto,Hospital Femina,6,5,2020-07-07,-30.029239,-51.206848,0,28
uti,adulto,Hospital Restinga,10,10,2020-07-07,-30.142524,-51.128803,0,28
uti,adulto,Hospital Santa Ana,10,8,2020-07-07,-30.086664,-51.20689,0,28
uti,pediatrico,Hospital Santa Casa,37,31,2020-07-07,-30.030803,-51.221512,0,28
uti,pediatrico,HCPA,13,8,2020-07-07,-30.038435,-51.206637,0,28
uti,pediatrico,Instituto de Cardiologia,10,7,2020-07-07,-30.049092,-51.20903,0,28
uti,pediatrico,HPS,8,3,2020-07-07,-30.036874,-51.209282,0,28
uti,pediatrico,Hospital Moinhos de Vento,11,7,2020-07-07,-30.02552,-51.20842,0,28
uti,pediatrico,Hospital Conceição,18,6,2020-07-07,-30.01587,-51.158236,1,28
uti,pediatrico,HMIPV,12,4,2020-07-07,-30.029525,-51.214865,0,28
emergencia,adulto,HCPA,41,52,2020-07-08,-30.038435,-51.206637,NA,28
emergencia,adulto,Hospital Conceição,64,44,2020-07-08,-30.01587,-51.158236,NA,28
emergencia,adulto,Instituto de Cardiologia,21,18,2020-07-08,-30.049092,-51.20903,NA,28
emergencia,adulto,Hospital Santa Casa,24,20,2020-07-08,-30.030803,-51.221512,NA,28
emergencia,adulto,Hospital São Lucas,17,16,2020-07-08,-30.055122,-51.173819,NA,28
emergencia,adulto,Hospital Restinga,18,25,2020-07-08,-30.142524,-51.128803,NA,28
emergencia,adulto,Hospital Vila Nova,26,6,2020-07-08,-30.119308,-51.207744,NA,28
emergencia,adulto,PA Bom Jesus,7,17,2020-07-08,-30.043194,-51.153916,NA,28
emergencia,adulto,PA Cruzeiro do Sul,12,11,2020-07-08,-30.069603,-51.216537,NA,28
emergencia,adulto,PA Lomba do Pinheiro,9,13,2020-07-08,-30.110731,-51.110188,NA,28
emergencia,adulto,UPA Zona Norte,17,33,2020-07-08,-30.009546,-51.146056,NA,28
emergencia,pediatrico,HCPA,9,4,2020-07-08,-30.038435,-51.206637,NA,28
emergencia,pediatrico,Hospital Conceição,16,6,2020-07-08,-30.01587,-51.158236,NA,28
emergencia,pediatrico,Hospital Santa Casa,11,4,2020-07-08,-30.030803,-51.221512,NA,28
emergencia,pediatrico,Hospital São Lucas,4,0,2020-07-08,-30.055122,-51.173819,NA,28
emergencia,pediatrico,HMIPV,8,3,2020-07-08,-30.029525,-51.214865,NA,28
emergencia,pediatrico,Hospital Restinga,6,0,2020-07-08,-30.142524,-51.128803,NA,28
emergencia,pediatrico,PA Bom Jesus,5,0,2020-07-08,-30.043194,-51.153916,NA,28
emergencia,pediatrico,PA Cruzeiro do Sul,9,1,2020-07-08,-30.069603,-51.216537,NA,28
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-07-08,-30.110731,-51.110188,NA,28
uti,adulto,Instituto de Cardiologia,48,29,2020-07-08,-30.049092,-51.20903,1,28
uti,adulto,HCPA,142,120,2020-07-08,-30.038435,-51.206637,63,28
uti,adulto,Hospital Conceição,75,69,2020-07-08,-30.01587,-51.158236,39,28
uti,adulto,Hospital Moinhos de Vento,62,55,2020-07-08,-30.02552,-51.20842,19,28
uti,adulto,Hospital Santa Casa,101,85,2020-07-08,-30.030803,-51.221512,26,28
uti,adulto,Hospital São Lucas,49,36,2020-07-08,-30.055122,-51.173819,19,28
uti,adulto,Hospital Mãe de Deus,60,46,2020-07-08,-30.058845,-51.228945,7,28
uti,adulto,Hospital Ernesto Dornelles,40,33,2020-07-08,-30.047509,-51.212131,9,28
uti,adulto,Hospital Divina Providência,24,21,2020-07-08,-30.084428,-51.18839,7,28
uti,adulto,Hospital Porto Alegre,7,6,2020-07-08,-30.04475,-51.21856,2,28
uti,adulto,Hospital Cristo Redentor,39,37,2020-07-08,-30.010102,-51.15926,0,28
uti,adulto,Hospital Vila Nova,20,17,2020-07-08,-30.119308,-51.207744,0,28
uti,adulto,HPS,20,11,2020-07-08,-30.036874,-51.209282,0,28
uti,adulto,HospitaL Independência,10,10,2020-07-08,-30.061051,-51.149073,0,28
uti,adulto,Hospital Femina,6,5,2020-07-08,-30.029239,-51.206848,0,28
uti,adulto,Hospital Restinga,10,10,2020-07-08,-30.142524,-51.128803,0,28
uti,adulto,Hospital Santa Ana,10,9,2020-07-08,-30.086664,-51.20689,0,28
uti,pediatrico,Hospital Santa Casa,37,33,2020-07-08,-30.030803,-51.221512,0,28
uti,pediatrico,HCPA,13,8,2020-07-08,-30.038435,-51.206637,0,28
uti,pediatrico,Instituto de Cardiologia,10,7,2020-07-08,-30.049092,-51.20903,0,28
uti,pediatrico,HPS,8,3,2020-07-08,-30.036874,-51.209282,0,28
uti,pediatrico,Hospital Moinhos de Vento,11,7,2020-07-08,-30.02552,-51.20842,0,28
uti,pediatrico,Hospital Conceição,18,5,2020-07-08,-30.01587,-51.158236,0,28
uti,pediatrico,HMIPV,12,4,2020-07-08,-30.029525,-51.214865,0,28
emergencia,adulto,HCPA,41,62,2020-07-09,-30.038435,-51.206637,NA,28
emergencia,adulto,Hospital Conceição,64,46,2020-07-09,-30.01587,-51.158236,NA,28
emergencia,adulto,Instituto de Cardiologia,21,22,2020-07-09,-30.049092,-51.20903,NA,28
emergencia,adulto,Hospital Santa Casa,24,22,2020-07-09,-30.030803,-51.221512,NA,28
emergencia,adulto,Hospital São Lucas,17,16,2020-07-09,-30.055122,-51.173819,NA,28
emergencia,adulto,Hospital Restinga,18,26,2020-07-09,-30.142524,-51.128803,NA,28
emergencia,adulto,Hospital Vila Nova,26,1,2020-07-09,-30.119308,-51.207744,NA,28
emergencia,adulto,PA Bom Jesus,7,11,2020-07-09,-30.043194,-51.153916,NA,28
emergencia,adulto,PA Cruzeiro do Sul,12,17,2020-07-09,-30.069603,-51.216537,NA,28
emergencia,adulto,PA Lomba do Pinheiro,9,13,2020-07-09,-30.110731,-51.110188,NA,28
emergencia,adulto,UPA Zona Norte,17,23,2020-07-09,-30.009546,-51.146056,NA,28
emergencia,pediatrico,HCPA,9,3,2020-07-09,-30.038435,-51.206637,NA,28
emergencia,pediatrico,Hospital Conceição,16,16,2020-07-09,-30.01587,-51.158236,NA,28
emergencia,pediatrico,Hospital Santa Casa,11,2,2020-07-09,-30.030803,-51.221512,NA,28
emergencia,pediatrico,Hospital São Lucas,4,0,2020-07-09,-30.055122,-51.173819,NA,28
emergencia,pediatrico,HMIPV,8,3,2020-07-09,-30.029525,-51.214865,NA,28
emergencia,pediatrico,Hospital Restinga,6,1,2020-07-09,-30.142524,-51.128803,NA,28
emergencia,pediatrico,PA Bom Jesus,5,0,2020-07-09,-30.043194,-51.153916,NA,28
emergencia,pediatrico,PA Cruzeiro do Sul,9,1,2020-07-09,-30.069603,-51.216537,NA,28
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-07-09,-30.110731,-51.110188,NA,28
uti,adulto,Instituto de Cardiologia,48,41,2020-07-09,-30.049092,-51.20903,1,28
uti,adulto,HCPA,142,123,2020-07-09,-30.038435,-51.206637,65,28
uti,adulto,Hospital Conceição,75,69,2020-07-09,-30.01587,-51.158236,39,28
uti,adulto,Hospital Moinhos de Vento,62,56,2020-07-09,-30.02552,-51.20842,19,28
uti,adulto,Hospital Santa Casa,101,83,2020-07-09,-30.030803,-51.221512,24,28
uti,adulto,Hospital São Lucas,49,38,2020-07-09,-30.055122,-51.173819,20,28
uti,adulto,Hospital Mãe de Deus,60,49,2020-07-09,-30.058845,-51.228945,8,28
uti,adulto,Hospital Ernesto Dornelles,40,31,2020-07-09,-30.047509,-51.212131,4,28
uti,adulto,Hospital Divina Providência,24,16,2020-07-09,-30.084428,-51.18839,5,28
uti,adulto,Hospital Porto Alegre,7,6,2020-07-09,-30.04475,-51.21856,2,28
uti,adulto,Hospital Cristo Redentor,39,36,2020-07-09,-30.010102,-51.15926,0,28
uti,adulto,Hospital Vila Nova,20,20,2020-07-09,-30.119308,-51.207744,3,28
uti,adulto,HPS,20,11,2020-07-09,-30.036874,-51.209282,0,28
uti,adulto,HospitaL Independência,10,9,2020-07-09,-30.061051,-51.149073,0,28
uti,adulto,Hospital Femina,6,2,2020-07-09,-30.029239,-51.206848,0,28
uti,adulto,Hospital Restinga,10,10,2020-07-09,-30.142524,-51.128803,0,28
uti,adulto,Hospital Santa Ana,10,9,2020-07-09,-30.086664,-51.20689,0,28
uti,pediatrico,Hospital Santa Casa,37,33,2020-07-09,-30.030803,-51.221512,0,28
uti,pediatrico,HCPA,13,8,2020-07-09,-30.038435,-51.206637,0,28
uti,pediatrico,Instituto de Cardiologia,10,6,2020-07-09,-30.049092,-51.20903,0,28
uti,pediatrico,HPS,8,2,2020-07-09,-30.036874,-51.209282,0,28
uti,pediatrico,Hospital Moinhos de Vento,11,7,2020-07-09,-30.02552,-51.20842,0,28
uti,pediatrico,Hospital Conceição,18,7,2020-07-09,-30.01587,-51.158236,0,28
uti,pediatrico,HMIPV,12,5,2020-07-09,-30.029525,-51.214865,0,28
emergencia,adulto,HCPA,41,58,2020-07-10,-30.038435,-51.206637,NA,28
emergencia,adulto,Hospital Conceição,64,46,2020-07-10,-30.01587,-51.158236,NA,28
emergencia,adulto,Instituto de Cardiologia,21,22,2020-07-10,-30.049092,-51.20903,NA,28
emergencia,adulto,Hospital Santa Casa,24,30,2020-07-10,-30.030803,-51.221512,NA,28
emergencia,adulto,Hospital São Lucas,17,16,2020-07-10,-30.055122,-51.173819,NA,28
emergencia,adulto,Hospital Restinga,18,20,2020-07-10,-30.142524,-51.128803,NA,28
emergencia,adulto,Hospital Vila Nova,26,4,2020-07-10,-30.119308,-51.207744,NA,28
emergencia,adulto,PA Bom Jesus,7,15,2020-07-10,-30.043194,-51.153916,NA,28
emergencia,adulto,PA Cruzeiro do Sul,12,10,2020-07-10,-30.069603,-51.216537,NA,28
emergencia,adulto,PA Lomba do Pinheiro,9,4,2020-07-10,-30.110731,-51.110188,NA,28
emergencia,adulto,UPA Zona Norte,17,20,2020-07-10,-30.009546,-51.146056,NA,28
emergencia,pediatrico,HCPA,9,2,2020-07-10,-30.038435,-51.206637,NA,28
emergencia,pediatrico,Hospital Conceição,16,9,2020-07-10,-30.01587,-51.158236,NA,28
emergencia,pediatrico,Hospital Santa Casa,11,3,2020-07-10,-30.030803,-51.221512,NA,28
emergencia,pediatrico,Hospital São Lucas,4,0,2020-07-10,-30.055122,-51.173819,NA,28
emergencia,pediatrico,HMIPV,8,3,2020-07-10,-30.029525,-51.214865,NA,28
emergencia,pediatrico,Hospital Restinga,6,2,2020-07-10,-30.142524,-51.128803,NA,28
emergencia,pediatrico,PA Bom Jesus,5,0,2020-07-10,-30.043194,-51.153916,NA,28
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-07-10,-30.069603,-51.216537,NA,28
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-07-10,-30.110731,-51.110188,NA,28
uti,adulto,Instituto de Cardiologia,48,37,2020-07-10,-30.049092,-51.20903,2,28
uti,adulto,HCPA,142,122,2020-07-10,-30.038435,-51.206637,70,28
uti,adulto,Hospital Conceição,75,70,2020-07-10,-30.01587,-51.158236,41,28
uti,adulto,Hospital Moinhos de Vento,62,56,2020-07-10,-30.02552,-51.20842,19,28
uti,adulto,Hospital Santa Casa,101,81,2020-07-10,-30.030803,-51.221512,27,28
uti,adulto,Hospital São Lucas,49,38,2020-07-10,-30.055122,-51.173819,19,28
uti,adulto,Hospital Mãe de Deus,60,54,2020-07-10,-30.058845,-51.228945,10,28
uti,adulto,Hospital Ernesto Dornelles,40,31,2020-07-10,-30.047509,-51.212131,11,28
uti,adulto,Hospital Divina Providência,24,18,2020-07-10,-30.084428,-51.18839,5,28
uti,adulto,Hospital Porto Alegre,7,7,2020-07-10,-30.04475,-51.21856,3,28
uti,adulto,Hospital Cristo Redentor,39,38,2020-07-10,-30.010102,-51.15926,0,28
uti,adulto,Hospital Vila Nova,20,17,2020-07-10,-30.119308,-51.207744,2,28
